state,city,last_updated_day,PM10,PM2,NO2,NH3,SO2,CO,OZONE,AQI
Karnataka,Bangalore,2023-03-21,338.2,320.3,104.8,9.3,42.7,6.75,91.6,137.5
Delhi,Delhi,2023-03-21,363.4,272.7,48.6,37.2,88.0,8.73,147.5,87.5
West Bengal,Kolkata,2023-03-21,427.7,315.0,138.5,35.4,98.8,9.34,57.7,61.5
Karnataka,Bangalore,2023-03-22,214.1,95.8,133.8,13.6,32.3,4.1,182.3,342.5
West Bengal,Kolkata,2023-03-22,528.5,62.6,18.3,34.5,4.5,4.69,97.6,130.8
Delhi,Delhi,2023-03-22,462.9,143.8,20.3,23.7,71.1,5.97,1.8,47.8
Delhi,Delhi,2023-03-23,29.3,164.2,89.1,45.8,87.1,3.2,149.4,350.0
West Bengal,Kolkata,2023-03-23,333.7,336.0,44.5,29.3,81.4,8.72,88.6,369.4
Karnataka,Bangalore,2023-03-23,398.0,387.4,48.6,20.1,50.4,2.12,64.5,485.5
Delhi,Delhi,2023-03-24,292.9,94.3,10.2,30.2,49.8,2.53,47.6,35.7
West Bengal,Kolkata,2023-03-24,261.3,68.1,20.0,49.7,75.6,1.47,47.3,191.5
Karnataka,Bangalore,2023-03-24,156.4,439.4,23.7,28.2,33.4,9.94,107.7,168.2
West Bengal,Kolkata,2023-03-25,20.5,196.5,73.9,20.6,82.8,9.45,90.1,54.6
Karnataka,Bangalore,2023-03-25,279.7,58.0,67.2,12.1,26.5,0.82,88.4,367.1
Delhi,Delhi,2023-03-25,120.0,391.9,9.2,31.0,12.9,3.33,131.6,284.4
Delhi,Delhi,2023-03-26,379.5,49.7,56.4,8.1,97.5,8.21,147.0,26.9
West Bengal,Kolkata,2023-03-26,376.5,398.9,18.8,22.7,96.6,4.8,132.9,351.9
Karnataka,Bangalore,2023-03-26,37.8,443.2,25.6,45.3,34.5,7.6,74.9,195.9
Delhi,Delhi,2023-03-27,47.3,129.2,60.2,26.0,15.9,3.67,44.4,259.2
West Bengal,Kolkata,2023-03-27,85.8,52.6,143.2,4.8,26.1,1.79,30.7,215.0
Karnataka,Bangalore,2023-03-27,218.4,482.6,42.8,29.3,80.8,7.62,74.1,119.2
Karnataka,Bangalore,2023-03-28,574.6,440.2,72.6,33.3,87.3,6.06,91.0,227.7
Delhi,Delhi,2023-03-28,478.7,129.6,118.3,14.5,11.1,8.01,38.4,494.4
West Bengal,Kolkata,2023-03-28,10.5,55.1,109.8,14.7,11.9,9.45,92.5,370.3
Karnataka,Bangalore,2023-03-29,553.9,234.4,83.9,16.2,14.3,8.67,19.0,106.4
West Bengal,Kolkata,2023-03-29,388.5,148.8,124.1,40.1,39.7,8.8,90.3,162.2
Delhi,Delhi,2023-03-29,421.1,313.8,105.0,27.5,68.0,7.47,63.4,95.0
Delhi,Delhi,2023-03-30,21.0,296.6,41.3,29.1,85.1,3.37,119.5,214.3
West Bengal,Kolkata,2023-03-30,269.6,128.7,111.4,46.7,26.7,5.62,39.3,415.8
Karnataka,Bangalore,2023-03-30,301.7,254.9,44.2,36.8,39.7,3.21,174.1,19.7
Delhi,Delhi,2023-03-31,584.6,374.9,54.4,12.0,38.4,9.8,40.8,38.3
West Bengal,Kolkata,2023-03-31,111.4,346.1,6.6,19.1,14.6,3.01,34.1,126.5
Karnataka,Bangalore,2023-03-31,119.4,88.8,75.2,34.0,12.9,7.85,88.6,485.0
West Bengal,Kolkata,2023-04-01,65.9,91.4,134.9,7.7,31.6,3.48,168.4,358.1
Karnataka,Bangalore,2023-04-01,529.3,316.8,107.7,19.0,90.6,2.57,127.7,371.1
Delhi,Delhi,2023-04-01,329.0,110.9,94.0,26.1,66.3,1.27,132.3,372.9
Delhi,Delhi,2023-04-02,166.2,24.7,145.4,32.8,92.7,5.16,143.3,53.9
West Bengal,Kolkata,2023-04-02,38.6,343.6,108.5,14.4,63.8,9.23,3.8,95.5
Karnataka,Bangalore,2023-04-02,565.1,434.4,68.7,7.8,97.3,1.85,102.4,64.5
Delhi,Delhi,2023-04-03,294.9,21.3,140.4,31.3,95.8,2.12,20.8,350.6
West Bengal,Kolkata,2023-04-03,197.9,427.3,135.4,25.3,37.6,6.01,38.0,483.4
Karnataka,Bangalore,2023-04-03,400.0,281.8,94.9,12.5,6.8,8.74,93.5,109.6
Karnataka,Bangalore,2023-04-04,96.7,68.4,149.8,35.6,70.0,2.73,147.2,303.4
Delhi,Delhi,2023-04-04,309.7,114.1,38.7,5.8,97.4,2.88,155.6,54.4
West Bengal,Kolkata,2023-04-04,168.2,409.9,101.1,10.2,92.9,7.19,168.3,306.2
Karnataka,Bangalore,2023-04-05,366.3,178.4,68.6,40.2,99.1,5.23,47.9,305.8
West Bengal,Kolkata,2023-04-05,191.1,161.6,32.8,3.7,26.2,9.89,23.1,324.8
Delhi,Delhi,2023-04-05,193.7,350.0,65.0,19.5,76.3,2.91,102.5,90.9
Delhi,Delhi,2023-04-06,488.3,214.9,78.0,4.1,36.9,5.52,67.6,352.4
West Bengal,Kolkata,2023-04-06,481.7,398.3,105.1,49.1,53.5,9.58,168.8,140.6
Karnataka,Bangalore,2023-04-06,526.6,273.5,27.2,42.5,60.6,7.57,192.2,462.0
Delhi,Delhi,2023-04-07,62.5,57.4,123.0,15.3,75.6,1.61,115.8,428.5
West Bengal,Kolkata,2023-04-07,50.1,91.3,138.5,29.7,39.5,1.17,197.0,449.5
Karnataka,Bangalore,2023-04-07,363.6,239.0,17.3,47.6,59.7,8.37,178.2,94.3
West Bengal,Kolkata,2023-04-08,572.2,324.3,12.0,0.1,34.2,7.61,144.5,433.6
Karnataka,Bangalore,2023-04-08,20.8,346.5,105.6,12.5,92.9,7.25,103.5,325.5
Delhi,Delhi,2023-04-08,143.5,194.4,131.0,44.4,9.4,3.56,168.9,362.6
Delhi,Delhi,2023-04-09,268.0,22.2,65.8,38.4,86.6,7.26,154.4,400.7
West Bengal,Kolkata,2023-04-09,523.2,134.3,89.0,45.5,62.9,7.65,30.8,447.4
Karnataka,Bangalore,2023-04-09,393.9,286.9,138.6,25.9,15.8,3.35,192.1,68.0
Delhi,Delhi,2023-04-10,329.0,279.5,77.0,28.3,34.2,7.19,28.5,144.8
West Bengal,Kolkata,2023-04-10,461.9,449.6,33.0,19.8,43.5,3.43,62.6,485.4
Karnataka,Bangalore,2023-04-10,280.9,241.7,84.3,12.7,82.4,9.41,65.7,133.1
Karnataka,Bangalore,2023-04-11,388.7,132.5,136.8,0.8,32.2,9.14,198.6,189.8
Delhi,Delhi,2023-04-11,322.9,413.7,76.5,3.2,67.9,8.52,185.3,335.2
West Bengal,Kolkata,2023-04-11,497.2,495.0,59.4,10.9,93.2,1.48,0.5,209.5
West Bengal,Kolkata,2023-04-12,86.4,458.5,6.9,24.2,53.8,7.5,186.7,346.2
Karnataka,Bangalore,2023-04-12,254.6,107.3,99.4,18.8,96.4,9.43,49.2,493.8
Delhi,Delhi,2023-04-12,42.3,119.6,29.4,24.4,64.9,1.76,83.9,101.1
Karnataka,Bangalore,2023-04-13,10.7,303.2,89.8,21.8,77.3,6.73,142.0,159.0
West Bengal,Kolkata,2023-04-13,367.1,477.8,96.7,25.0,47.5,1.0,53.8,417.5
Delhi,Delhi,2023-04-13,224.9,347.5,99.8,45.3,93.8,6.06,42.6,136.9
Delhi,Delhi,2023-04-14,561.0,380.9,94.0,24.0,39.8,3.45,69.7,457.4
West Bengal,Kolkata,2023-04-14,312.7,471.7,109.8,49.0,10.8,7.27,34.7,293.5
Karnataka,Bangalore,2023-04-14,31.7,167.1,136.1,0.1,80.2,5.67,125.7,385.1
Delhi,Delhi,2023-04-15,68.8,263.8,43.7,11.9,74.7,2.04,0.2,46.2
West Bengal,Kolkata,2023-04-15,527.2,361.9,109.0,19.7,14.6,1.44,50.5,122.7
Karnataka,Bangalore,2023-04-15,554.7,161.0,138.1,36.7,88.8,2.17,102.5,343.8
West Bengal,Kolkata,2023-04-16,124.4,183.7,7.4,42.8,75.8,0.73,194.8,14.3
Karnataka,Bangalore,2023-04-16,566.2,172.0,120.0,48.5,62.1,8.81,118.4,356.0
Delhi,Delhi,2023-04-16,190.2,284.8,10.3,47.3,90.0,8.98,169.4,165.4
Delhi,Delhi,2023-04-17,442.4,414.0,10.4,41.7,84.7,0.44,72.6,30.2
West Bengal,Kolkata,2023-04-17,366.5,373.0,74.5,4.3,62.7,3.42,9.5,154.4
Karnataka,Bangalore,2023-04-17,40.0,360.7,25.0,47.2,17.2,6.05,102.3,202.0
Delhi,Delhi,2023-04-18,261.7,30.7,3.4,32.0,15.9,6.4,141.5,272.0
West Bengal,Kolkata,2023-04-18,517.5,28.3,80.0,2.0,44.1,8.05,114.5,27.7
Karnataka,Bangalore,2023-04-18,203.4,407.6,66.7,22.4,19.2,7.25,183.2,74.0
Karnataka,Bangalore,2023-04-19,299.1,160.0,41.4,16.6,75.9,5.81,114.7,249.5
Delhi,Delhi,2023-04-19,538.8,267.0,90.5,22.1,85.4,2.78,118.1,183.3
West Bengal,Kolkata,2023-04-19,145.4,29.7,59.2,39.7,4.6,5.69,77.1,4.7
Karnataka,Bangalore,2023-04-20,95.8,152.6,114.2,43.0,36.4,9.07,186.9,158.9
West Bengal,Kolkata,2023-04-20,484.3,184.5,87.0,44.0,67.4,4.17,153.4,106.0
Delhi,Delhi,2023-04-20,419.6,427.9,2.5,37.0,52.4,3.52,31.6,324.2
Delhi,Delhi,2023-04-21,169.9,263.7,49.0,20.4,24.6,3.31,5.2,197.4
West Bengal,Kolkata,2023-04-21,351.1,151.7,35.2,40.5,52.4,6.38,133.8,393.6
Karnataka,Bangalore,2023-04-21,370.1,458.1,37.0,27.0,23.3,1.13,164.7,89.0
Delhi,Delhi,2023-04-22,229.9,155.6,36.8,26.1,69.1,8.04,170.9,235.1
West Bengal,Kolkata,2023-04-22,477.1,230.4,126.0,23.9,16.1,6.94,68.3,159.9
Karnataka,Bangalore,2023-04-22,533.3,249.0,108.4,36.1,38.7,2.86,101.3,157.3
West Bengal,Kolkata,2023-04-23,256.2,417.6,22.5,2.0,39.8,9.99,108.3,343.3
Karnataka,Bangalore,2023-04-23,394.1,313.7,107.0,7.6,71.4,1.5,184.4,81.4
Delhi,Delhi,2023-04-23,590.8,308.6,121.1,21.7,65.5,0.83,19.8,34.2
Delhi,Delhi,2023-04-24,155.8,103.1,38.3,38.1,76.4,0.02,185.7,460.4
West Bengal,Kolkata,2023-04-24,287.1,412.2,71.4,25.4,27.7,6.87,129.5,462.5
Karnataka,Bangalore,2023-04-24,403.8,144.3,62.2,4.6,69.7,3.61,44.7,325.2
Delhi,Delhi,2023-04-25,577.6,227.4,97.4,2.5,71.6,6.14,87.5,497.7
West Bengal,Kolkata,2023-04-25,485.9,160.0,132.1,28.0,86.1,6.75,157.3,93.0
Karnataka,Bangalore,2023-04-25,533.2,106.9,96.3,44.3,62.3,1.76,43.2,0.1
Karnataka,Bangalore,2023-04-26,520.7,220.0,25.2,26.8,79.5,0.95,89.2,107.3
Delhi,Delhi,2023-04-26,528.8,21.1,75.3,4.0,45.2,4.8,165.0,13.8
West Bengal,Kolkata,2023-04-26,240.5,47.6,96.6,47.8,10.8,5.19,138.7,439.5
Karnataka,Bangalore,2023-04-27,412.9,33.2,78.3,9.3,12.8,7.04,164.0,399.3
West Bengal,Kolkata,2023-04-27,161.2,41.5,83.6,10.9,76.7,6.52,52.4,345.6
Delhi,Delhi,2023-04-27,441.8,421.3,38.7,40.5,58.1,7.5,117.5,6.8
Delhi,Delhi,2023-04-28,331.4,466.7,113.6,10.8,36.1,7.84,4.4,469.2
West Bengal,Kolkata,2023-04-28,168.4,440.6,50.3,46.9,59.5,9.3,113.9,415.2
Karnataka,Bangalore,2023-04-28,86.7,236.6,83.3,28.1,50.2,6.19,68.5,410.0
Delhi,Delhi,2023-04-29,290.3,381.8,14.3,16.9,39.9,4.88,161.7,297.6
West Bengal,Kolkata,2023-04-29,369.5,147.3,89.4,38.5,74.1,2.36,9.4,484.5
Karnataka,Bangalore,2023-04-29,320.0,34.8,46.9,36.3,23.5,2.45,166.4,73.9
West Bengal,Kolkata,2023-04-30,338.5,321.5,18.7,13.0,80.5,7.01,128.3,135.1
Karnataka,Bangalore,2023-04-30,138.3,331.0,131.5,37.6,27.0,4.16,186.9,402.9
Delhi,Delhi,2023-04-30,468.2,170.5,57.7,39.6,21.4,3.06,122.6,146.3
Delhi,Delhi,2023-05-01,47.3,363.1,4.5,37.1,8.3,1.72,185.7,393.0
West Bengal,Kolkata,2023-05-01,569.1,273.1,35.5,23.3,21.3,3.5,191.7,161.0
Karnataka,Bangalore,2023-05-01,105.0,234.5,33.0,32.4,69.4,8.36,39.6,199.7
Delhi,Delhi,2023-05-02,298.7,2.0,118.4,40.8,85.6,8.35,161.3,143.9
West Bengal,Kolkata,2023-05-02,35.3,337.5,47.7,22.8,52.1,4.1,42.4,461.1
Karnataka,Bangalore,2023-05-02,306.6,40.7,5.2,45.7,43.5,1.93,114.0,337.9
Karnataka,Bangalore,2023-05-03,597.9,89.8,23.0,26.7,4.6,8.1,113.6,258.7
Delhi,Delhi,2023-05-03,33.7,314.1,97.0,42.8,56.1,4.39,117.0,101.5
West Bengal,Kolkata,2023-05-03,285.4,61.8,93.4,44.3,24.7,2.8,140.5,112.8
Karnataka,Bangalore,2023-05-04,207.5,369.7,131.8,7.8,2.4,9.26,62.9,86.4
West Bengal,Kolkata,2023-05-04,30.9,215.1,112.3,2.0,20.2,7.81,181.8,163.7
Delhi,Delhi,2023-05-04,221.0,25.5,80.5,12.4,78.2,1.52,16.0,466.9
Delhi,Delhi,2023-05-05,317.4,357.7,17.2,24.3,86.0,8.92,52.3,211.9
West Bengal,Kolkata,2023-05-05,443.1,373.8,48.3,35.9,88.1,4.24,149.4,385.1
Karnataka,Bangalore,2023-05-05,41.1,338.3,30.8,37.0,2.6,9.47,57.3,176.3
Delhi,Delhi,2023-05-06,461.6,231.6,106.7,21.7,27.1,8.31,126.3,495.7
West Bengal,Kolkata,2023-05-06,423.0,143.9,49.9,21.6,89.5,8.31,160.0,284.2
Karnataka,Bangalore,2023-05-06,513.0,460.3,36.8,28.3,28.7,8.37,129.9,455.9
West Bengal,Kolkata,2023-05-07,494.3,335.9,146.1,26.5,11.0,0.65,139.0,120.0
Karnataka,Bangalore,2023-05-07,373.9,429.1,59.1,47.3,59.1,9.35,3.3,297.9
Delhi,Delhi,2023-05-07,37.7,354.4,56.3,26.2,63.1,0.49,82.8,182.5
Delhi,Delhi,2023-05-08,556.2,235.1,104.7,32.4,47.4,3.4,148.1,447.8
West Bengal,Kolkata,2023-05-08,163.4,213.2,96.4,38.1,79.1,9.97,37.3,279.3
Karnataka,Bangalore,2023-05-08,486.1,279.3,139.5,23.9,50.3,7.26,141.3,146.9
Delhi,Delhi,2023-05-09,461.9,397.2,59.1,22.5,43.8,3.46,170.0,120.2
West Bengal,Kolkata,2023-05-09,89.1,120.1,143.9,1.4,76.7,4.55,182.2,299.6
Karnataka,Bangalore,2023-05-09,71.5,62.6,135.6,26.5,80.3,1.38,199.2,17.1
Karnataka,Bangalore,2023-05-10,98.4,44.1,18.6,35.6,83.3,1.79,103.2,360.7
Delhi,Delhi,2023-05-10,123.0,179.0,80.3,20.6,48.8,7.93,145.6,225.1
West Bengal,Kolkata,2023-05-10,203.8,309.6,37.7,41.5,79.2,8.02,131.3,65.1
West Bengal,Kolkata,2023-05-11,255.5,431.6,143.4,25.4,97.8,8.89,58.7,299.5
Karnataka,Bangalore,2023-05-11,190.4,311.7,18.3,19.3,49.9,3.28,17.4,23.8
Delhi,Delhi,2023-05-11,464.9,421.4,68.6,28.8,98.2,2.8,5.1,430.5
Delhi,Delhi,2023-05-12,202.8,299.2,133.9,9.4,58.2,5.7,42.6,135.6
West Bengal,Kolkata,2023-05-12,343.3,362.1,32.6,10.6,90.4,0.75,138.2,425.4
Karnataka,Bangalore,2023-05-12,280.1,101.6,95.8,32.9,43.9,4.48,18.9,308.8
Delhi,Delhi,2023-05-13,43.3,289.2,8.2,33.0,88.5,3.44,102.8,280.1
West Bengal,Kolkata,2023-05-13,434.3,346.0,70.8,13.5,66.7,7.86,12.8,45.9
Karnataka,Bangalore,2023-05-13,117.9,388.2,127.0,24.8,81.4,3.7,95.5,188.8
West Bengal,Kolkata,2023-05-14,126.2,289.9,53.0,2.4,44.1,6.99,18.9,87.3
Karnataka,Bangalore,2023-05-14,93.2,140.7,21.3,11.0,41.6,4.44,139.4,283.6
Delhi,Delhi,2023-05-14,45.7,159.2,93.8,38.0,76.1,9.67,19.8,80.5
Delhi,Delhi,2023-05-15,579.9,399.3,75.1,32.9,96.9,6.72,64.0,434.7
West Bengal,Kolkata,2023-05-15,532.9,5.6,9.4,41.3,67.4,7.85,24.1,85.7
Karnataka,Bangalore,2023-05-15,182.1,5.0,79.1,32.8,43.7,5.74,198.5,292.1
Delhi,Delhi,2023-05-16,190.6,109.6,143.0,4.7,74.5,1.36,199.0,426.4
West Bengal,Kolkata,2023-05-16,418.4,148.5,88.7,8.4,25.9,0.83,123.4,92.3
Karnataka,Bangalore,2023-05-16,286.9,278.0,85.6,46.5,92.8,2.64,76.5,193.7
Karnataka,Bangalore,2023-05-17,197.1,365.1,146.9,7.2,44.1,3.92,75.3,204.0
Delhi,Delhi,2023-05-17,66.7,267.5,128.0,30.0,65.2,4.48,194.2,218.4
West Bengal,Kolkata,2023-05-17,373.3,127.5,89.9,23.3,72.1,8.26,91.4,19.8
Karnataka,Bangalore,2023-05-18,231.3,188.6,41.0,26.3,63.8,0.75,173.4,422.6
West Bengal,Kolkata,2023-05-18,478.3,462.1,51.0,42.0,1.2,5.68,33.3,416.8
Delhi,Delhi,2023-05-18,67.6,312.8,128.6,24.3,8.2,8.99,122.0,142.0
Delhi,Delhi,2023-05-19,338.3,195.9,70.8,48.3,31.5,9.41,153.1,146.2
West Bengal,Kolkata,2023-05-19,121.2,325.5,57.3,9.5,41.7,1.99,143.8,277.8
Karnataka,Bangalore,2023-05-19,229.7,206.2,66.7,14.6,46.6,7.28,40.3,20.5
Delhi,Delhi,2023-05-20,538.4,266.0,97.1,20.9,84.2,5.02,125.0,276.0
West Bengal,Kolkata,2023-05-20,213.4,25.2,141.8,12.4,51.1,2.72,105.9,417.9
Karnataka,Bangalore,2023-05-20,318.4,16.8,73.8,12.1,99.3,4.13,141.8,192.4
West Bengal,Kolkata,2023-05-21,183.1,321.0,120.3,6.8,15.2,5.51,157.7,418.4
Karnataka,Bangalore,2023-05-21,556.8,494.1,112.5,45.1,70.6,3.83,135.9,0.9
Delhi,Delhi,2023-05-21,134.2,277.0,38.0,43.9,15.1,2.9,67.4,334.0
Delhi,Delhi,2023-05-22,294.8,136.4,137.3,49.2,61.7,7.38,115.7,245.7
West Bengal,Kolkata,2023-05-22,360.9,289.6,0.1,44.7,34.2,1.23,43.8,410.5
Karnataka,Bangalore,2023-05-22,508.7,391.2,61.3,41.1,82.3,6.69,134.5,126.6
Delhi,Delhi,2023-05-23,547.6,119.4,33.5,19.3,36.9,0.48,144.2,97.6
West Bengal,Kolkata,2023-05-23,236.7,100.2,33.2,34.5,42.8,3.88,69.2,56.7
Karnataka,Bangalore,2023-05-23,153.0,343.0,45.6,40.8,14.5,5.67,95.9,250.2
Karnataka,Bangalore,2023-05-24,47.1,326.7,107.0,18.7,32.3,3.99,70.8,34.6
Delhi,Delhi,2023-05-24,276.5,453.7,24.5,41.3,93.1,9.15,7.5,116.3
West Bengal,Kolkata,2023-05-24,332.7,25.5,35.9,10.3,24.4,9.12,183.7,108.3
Karnataka,Bangalore,2023-05-25,557.5,219.8,117.9,32.9,44.5,9.52,147.2,461.7
West Bengal,Kolkata,2023-05-25,202.5,379.3,95.4,5.0,82.8,2.34,69.0,466.4
Delhi,Delhi,2023-05-25,46.7,339.4,9.2,38.4,36.7,6.23,0.6,189.3
Delhi,Delhi,2023-05-26,347.8,494.0,125.5,18.8,77.6,5.76,25.0,268.2
West Bengal,Kolkata,2023-05-26,482.4,228.1,110.5,42.3,50.0,2.79,4.2,439.4
Karnataka,Bangalore,2023-05-26,583.8,202.2,131.8,32.7,75.1,3.3,81.8,324.3
Delhi,Delhi,2023-05-27,453.6,151.8,140.4,11.6,40.8,7.76,102.9,164.8
West Bengal,Kolkata,2023-05-27,134.1,410.9,136.0,43.2,59.1,8.5,63.2,486.4
Karnataka,Bangalore,2023-05-27,304.4,69.5,83.7,13.4,9.1,6.96,53.3,71.2
West Bengal,Kolkata,2023-05-28,405.4,364.0,141.6,40.0,77.1,3.83,73.5,96.3
Karnataka,Bangalore,2023-05-28,379.0,323.2,58.8,28.6,41.1,4.03,102.2,381.5
Delhi,Delhi,2023-05-28,64.8,463.0,117.5,44.8,70.6,4.34,13.3,247.6
Delhi,Delhi,2023-05-29,475.8,300.1,102.9,6.0,39.0,2.09,28.2,108.4
West Bengal,Kolkata,2023-05-29,355.0,123.6,132.0,26.7,23.6,3.87,105.3,350.5
Karnataka,Bangalore,2023-05-29,504.3,78.6,144.4,46.4,25.7,5.69,159.7,392.7
Delhi,Delhi,2023-05-30,64.8,16.0,24.9,4.9,14.0,2.32,34.7,236.4
West Bengal,Kolkata,2023-05-30,162.8,106.1,47.7,1.2,10.4,9.77,182.5,49.3
Karnataka,Bangalore,2023-05-30,451.2,391.9,9.9,45.2,82.4,8.41,125.7,427.6
Karnataka,Bangalore,2023-05-31,318.8,28.8,106.3,24.4,47.4,0.88,165.4,94.0
Delhi,Delhi,2023-05-31,202.7,207.5,144.7,28.0,54.0,5.52,133.7,160.9
West Bengal,Kolkata,2023-05-31,457.7,139.8,124.2,10.7,66.8,0.35,90.7,272.7
Karnataka,Bangalore,2023-06-01,498.5,214.4,116.8,25.2,98.5,6.94,181.4,408.1
West Bengal,Kolkata,2023-06-01,436.4,350.9,111.1,5.3,25.6,1.0,179.6,290.6
Delhi,Delhi,2023-06-01,42.6,8.6,29.4,25.5,60.4,2.1,95.8,441.3
Delhi,Delhi,2023-06-02,38.6,347.2,19.0,2.2,3.6,7.29,188.2,248.0
West Bengal,Kolkata,2023-06-02,25.5,34.7,135.7,20.6,75.1,7.25,180.0,181.2
Karnataka,Bangalore,2023-06-02,127.7,272.3,149.8,42.8,39.8,0.4,163.8,227.2
Delhi,Delhi,2023-06-03,297.8,227.5,41.3,18.3,65.6,1.91,143.6,215.4
West Bengal,Kolkata,2023-06-03,471.6,483.7,28.0,26.1,11.2,7.12,46.6,324.2
Karnataka,Bangalore,2023-06-03,429.6,350.3,93.3,35.2,11.0,2.5,96.0,325.5
West Bengal,Kolkata,2023-06-04,577.2,245.7,145.0,30.5,53.4,9.98,175.6,493.7
Karnataka,Bangalore,2023-06-04,48.6,472.3,29.0,34.7,24.0,0.35,74.8,177.7
Delhi,Delhi,2023-06-04,150.4,141.4,127.9,17.1,85.7,5.13,133.8,171.0
Delhi,Delhi,2023-06-05,157.7,407.8,148.0,24.5,48.2,8.0,40.3,53.6
West Bengal,Kolkata,2023-06-05,2.7,249.5,18.3,23.2,95.2,7.21,161.3,239.4
Karnataka,Bangalore,2023-06-05,342.4,19.7,101.6,49.2,79.1,6.88,100.3,476.9
Delhi,Delhi,2023-06-06,416.1,347.8,127.4,26.5,35.8,8.11,148.5,8.5
West Bengal,Kolkata,2023-06-06,169.2,114.1,38.2,35.9,82.1,8.7,134.1,38.7
Karnataka,Bangalore,2023-06-06,241.1,479.3,100.4,30.0,60.8,1.83,149.0,191.8
Karnataka,Bangalore,2023-06-07,19.4,61.8,22.4,48.8,49.3,8.83,124.4,117.3
Delhi,Delhi,2023-06-07,166.0,279.5,16.0,21.1,82.3,4.07,174.7,169.8
West Bengal,Kolkata,2023-06-07,368.0,331.1,71.2,48.9,60.4,5.03,175.0,384.8
West Bengal,Kolkata,2023-06-08,121.4,305.8,107.6,13.7,60.0,2.61,77.3,358.3
Karnataka,Bangalore,2023-06-08,530.7,113.9,50.3,24.6,95.3,1.05,9.2,489.8
Delhi,Delhi,2023-06-08,438.2,99.4,101.6,15.1,85.5,1.26,56.3,324.0
Karnataka,Bangalore,2023-06-09,431.6,165.0,101.9,19.7,70.2,4.92,115.2,52.1
West Bengal,Kolkata,2023-06-09,397.8,389.9,136.1,19.5,82.4,3.99,97.0,37.2
Delhi,Delhi,2023-06-09,368.7,476.8,68.8,37.5,82.2,4.76,128.5,482.6
Delhi,Delhi,2023-06-10,541.3,452.1,68.5,5.1,77.3,3.9,198.6,445.5
West Bengal,Kolkata,2023-06-10,235.2,481.0,86.2,28.2,25.3,5.16,148.0,149.7
Karnataka,Bangalore,2023-06-10,18.3,259.5,62.1,18.5,96.9,2.79,86.8,475.7
Delhi,Delhi,2023-06-11,507.5,355.5,113.0,26.0,73.7,0.59,104.5,293.3
West Bengal,Kolkata,2023-06-11,553.8,139.5,127.9,49.2,23.7,9.53,128.0,108.2
Karnataka,Bangalore,2023-06-11,206.2,434.1,144.9,15.9,79.5,7.45,8.0,116.6
West Bengal,Kolkata,2023-06-12,62.1,11.0,132.5,30.1,0.8,4.11,38.8,319.2
Karnataka,Bangalore,2023-06-12,555.6,465.6,111.2,23.8,65.1,1.72,193.0,428.8
Delhi,Delhi,2023-06-12,490.7,258.4,123.9,30.5,13.8,7.83,111.1,266.9
Delhi,Delhi,2023-06-13,36.2,256.4,141.7,11.7,10.5,2.97,9.9,170.6
West Bengal,Kolkata,2023-06-13,578.1,406.8,57.5,25.5,86.3,6.66,194.5,240.6
Karnataka,Bangalore,2023-06-13,507.7,469.9,85.0,19.1,43.3,4.37,95.6,204.4
Delhi,Delhi,2023-06-14,344.1,6.4,37.5,28.5,49.4,6.43,71.3,367.0
West Bengal,Kolkata,2023-06-14,424.4,209.7,109.1,26.7,86.1,1.62,60.4,167.0
Karnataka,Bangalore,2023-06-14,307.9,67.1,108.7,6.5,22.8,2.5,63.2,333.7
Karnataka,Bangalore,2023-06-15,564.3,286.7,80.6,27.7,37.6,7.27,13.6,42.6
Delhi,Delhi,2023-06-15,98.0,168.2,103.2,21.8,36.0,6.95,68.2,250.3
West Bengal,Kolkata,2023-06-15,296.5,354.1,117.9,11.5,77.8,6.32,105.3,40.2
Karnataka,Bangalore,2023-06-16,151.4,379.0,107.4,4.9,9.2,5.19,84.7,429.2
West Bengal,Kolkata,2023-06-16,221.8,162.1,86.4,40.5,56.6,0.23,55.4,319.5
Delhi,Delhi,2023-06-16,480.5,228.4,97.4,17.8,56.6,8.4,119.7,418.8
Delhi,Delhi,2023-06-17,99.0,400.0,49.3,24.6,11.0,1.02,109.6,41.2
West Bengal,Kolkata,2023-06-17,298.1,347.6,135.6,24.8,60.1,3.8,75.5,379.1
Karnataka,Bangalore,2023-06-17,398.3,170.5,74.4,40.5,11.7,9.87,184.4,352.4
Delhi,Delhi,2023-06-18,500.1,297.2,142.3,30.1,76.1,1.54,49.9,115.9
West Bengal,Kolkata,2023-06-18,531.6,224.3,129.4,2.5,29.7,5.73,196.5,301.3
Karnataka,Bangalore,2023-06-18,534.9,322.3,66.1,29.6,74.0,0.24,38.7,137.4
West Bengal,Kolkata,2023-06-19,192.9,237.4,39.3,15.8,76.9,0.36,184.1,76.9
Karnataka,Bangalore,2023-06-19,212.6,363.6,26.2,28.7,3.1,7.23,142.1,318.2
Delhi,Delhi,2023-06-19,536.6,122.0,142.8,35.3,39.5,9.97,99.3,475.1
Delhi,Delhi,2023-06-20,581.1,308.7,47.1,35.4,89.5,5.07,38.0,376.2
West Bengal,Kolkata,2023-06-20,526.1,388.6,22.6,9.0,40.1,4.66,67.8,43.1
Karnataka,Bangalore,2023-06-20,124.3,156.5,79.6,24.1,51.2,8.37,160.1,381.3
Delhi,Delhi,2023-06-21,376.9,417.6,86.7,42.3,91.4,2.1,189.6,389.9
